-40	-40	-40	-1.89513e-07	-6.7356e-05	4.6752e-06
-40	-40	-20	1.27212e-06	-6.36655e-05	3.31948e-06
-40	-40	0	2.25321e-06	-6.40142e-05	9.97911e-20
-40	-40	20	1.27212e-06	-6.36655e-05	-3.31948e-06
-40	-40	40	-1.89513e-07	-6.7356e-05	-4.6752e-06
-40	-20	-40	-1.92639e-07	-7.73543e-05	1.72585e-06
-40	-20	-20	7.36232e-07	-7.19911e-05	1.46432e-06
-40	-20	0	1.29231e-06	-7.21709e-05	-2.09111e-20
-40	-20	20	7.36232e-07	-7.19911e-05	-1.46432e-06
-40	-20	40	-1.92639e-07	-7.73543e-05	-1.72585e-06
-40	0	-40	-1.13291e-20	-8.05633e-05	2.89209e-19
-40	0	-20	-2.48816e-21	-7.49729e-05	-6.70215e-20
-40	0	0	1.12497e-20	-7.51342e-05	4.78309e-20
-40	0	20	1.80789e-20	-7.49729e-05	-2.92438e-19
-40	0	40	9.79382e-22	-8.05633e-05	2.17317e-20
-40	20	-40	1.92639e-07	-7.73543e-05	-1.72585e-06
-40	20	-20	-7.36232e-07	-7.19911e-05	-1.46432e-06
-40	20	0	-1.29231e-06	-7.21709e-05	-8.48613e-20
-40	20	20	-7.36232e-07	-7.19911e-05	1.46432e-06
-40	20	40	1.92639e-07	-7.73543e-05	1.72585e-06
-40	40	-40	1.89513e-07	-6.7356e-05	-4.6752e-06
-40	40	-20	-1.27212e-06	-6.36655e-05	-3.31948e-06
-40	40	0	-2.25321e-06	-6.40142e-05	4.14781e-20
-40	40	20	-1.27212e-06	-6.36655e-05	3.31948e-06
-40	40	40	1.89513e-07	-6.7356e-05	4.6752e-06
-20	-40	-40	4.931e-07	-4.88919e-05	-4.31138e-07
-20	-40	-20	8.98018e-07	-3.48532e-05	1.17326e-07
-20	-40	0	1.25995e-06	-3.30703e-05	-2.11229e-20
-20	-40	20	8.98018e-07	-3.48532e-05	-1.17326e-07
-20	-40	40	4.931e-07	-4.88919e-05	4.31138e-07
-20	-20	-40	3.4473e-07	-5.63225e-05	-1.00172e-06
-20	-20	-20	6.27838e-07	-3.93584e-05	-2.3285e-07
-20	-20	0	7.98747e-07	-3.72418e-05	6.09864e-20
-20	-20	20	6.27838e-07	-3.93584e-05	2.3285e-07
-20	-20	40	3.4473e-07	-5.63225e-05	1.00172e-06
-20	0	-40	7.663e-21	-5.8936e-05	2.87197e-20
-20	0	-20	-4.52369e-20	-4.09976e-05	-1.08261e-20
-20	0	0	3.27034e-20	-3.87624e-05	-1.15514e-19
-20	0	20	-1.031e-20	-4.09976e-05	-1.87935e-21
-20	0	40	-4.81882e-20	-5.8936e-05	-4.94455e-20
-20	20	-40	-3.4473e-07	-5.63225e-05	1.00172e-06
-20	20	-20	-6.27838e-07	-3.93584e-05	2.3285e-07
-20	20	0	-7.98747e-07	-3.72418e-05	5.57346e-20
-20	20	20	-6.27838e-07	-3.93584e-05	-2.3285e-07
-20	20	40	-3.4473e-07	-5.63225e-05	-1.00172e-06
