-20	40	-40	-4.931e-07	-4.88919e-05	4.31138e-07
-20	40	-20	-8.98018e-07	-3.48532e-05	-1.17326e-07
-20	40	0	-1.25995e-06	-3.30703e-05	-2.42463e-20
-20	40	20	-8.98018e-07	-3.48532e-05	1.17326e-07
-20	40	40	-4.931e-07	-4.88919e-05	-4.31138e-07
0	-40	-40	6.67038e-21	-4.11307e-05	-1.90185e-06
0	-40	-20	-4.76456e-22	-1.96685e-05	-9.16672e-07
0	-40	0	2.5411e-21	-1.4153e-06	-1.11173e-19
0	-40	20	3.01755e-21	-1.96685e-05	9.16672e-07
0	-40	40	-5.90276e-21	-4.11307e-05	1.90185e-06
0	-20	-40	-7.17331e-21	-4.75708e-05	-1.7576e-06
0	-20	-20	-3.1499e-21	-2.22952e-05	-7.59854e-07
0	-20	0	2.91168e-22	-1.59272e-06	-1.64113e-20
0	-20	20	-7.12037e-21	-2.22952e-05	7.59854e-07
0	-20	40	8.8012e-21	-4.75708e-05	1.7576e-06
0	0	-40	-2.03817e-21	-4.98765e-05	-1.66257e-19
0	0	-20	1.972e-21	-2.32536e-05	2.57207e-19
0	0	0	5.9557e-22	-1.65741e-06	1.49819e-19
0	0	20	-1.57495e-21	-2.32536e-05	-1.81742e-19
0	0	40	1.48231e-21	-4.98765e-05	1.83078e-19
0	20	-40	-1.93457e-21	-4.75708e-05	1.7576e-06
0	20	-20	3.65055e-21	-2.22952e-05	7.59854e-07
0	20	0	8.19116e-22	-1.59272e-06	-6.18996e-20
0	20	20	1.38429e-21	-2.22952e-05	-7.59854e-07
0	20	40	-2.30328e-21	-4.75708e-05	-1.7576e-06
0	40	-40	2.40875e-21	-4.11307e-05	1.90185e-06
0	40	-20	1.32349e-22	-1.96685e-05	9.16672e-07
0	40	0	-3.81165e-21	-1.4153e-06	-5.45807e-20
0	40	20	-2.64698e-22	-1.96685e-05	-9.16672e-07
0	40	40	-9.62176e-21	-4.11307e-05	-1.90185e-06
20	-40	-40	-4.931e-07	-4.88919e-05	-4.31138e-07
20	-40	-20	-8.98018e-07	-3.48532e-05	1.17326e-07
20	-40	0	-1.25995e-06	-3.30703e-05	-5.59042e-20
20	-40	20	-8.98018e-07	-3.48532e-05	-1.17326e-07
20	-40	40	-4.931e-07	-4.88919e-05	4.31138e-07
20	-20	-40	-3.4473e-07	-5.63225e-05	-1.00172e-06
20	-20	-20	-6.27838e-07	-3.93584e-05	-2.3285e-07
20	-20	0	-7.98747e-07	-3.72418e-05	2.29493e-20
20	-20	20	-6.27838e-07	-3.93584e-05	2.3285e-07
20	-20	40	-3.4473e-07	-5.63225e-05	1.00172e-06
20	0	-40	2.11229e-20	-5.8936e-05	-1.77956e-19
20	0	-20	-3.39607e-20	-4.09976e-05	-1.1288e-19
20	0	0	-3.31931e-20	-3.87624e-05	-9.99367e-20
20	0	20	6.97479e-21	-4.09976e-05	5.02926e-21
20	0	40	5.60828e-20	-5.8936e-05	-1.73999e-19
20	20	-40	3.4473e-07	-5.63225e-05	1.00172e-06
20	20	-20	6.27838e-07	-3.93584e-05	2.3285e-07
20	20	0	7.98747e-07	-3.72418e-05	2.01526e-20
20	20	20	6.27838e-07	-3.93584e-05	-2.3285e-07
20	20	40	3.4473e-07	-5.63225e-05	-1.00172e-06
20	40	-40	4.931e-07	-4.88919e-05	4.31138e-07
20	40	-20	8.98018e-07	-3.48532e-05	-1.17326e-07
20	40	0	1.25995e-06	-3.30703e-05	-2.79389e-20
20	40	20	8.98018e-07	-3.48532e-05	1.17326e-07
20	40	40	4.931e-07	-4.88919e-05	-4.31138e-07
40	-40	-40	1.89513e-07	-6.7356e-05	4.6752e-06
40	-40	-20	-1.27212e-06	-6.36655e-05	3.31948e-06
40	-40	0	-2.25321e-06	-6.40142e-05	7.95152e-20
40	-40	20	-1.27212e-06	-6.36655e-05	-3.31948e-06
40	-40	40	1.89513e-07	-6.7356e-05	-4.6752e-06
40	-20	-40	1.92639e-07	-7.73543e-05	1.72585e-06
40	-20	-20	-7.36232e-07	-7.19911e-05	1.46432e-06
40	-20	0	-1.29231e-06	-7.21709e-05	2.52522e-20
40	-20	20	-7.36232e-07	-7.19911e-05	-1.46432e-06
40	-20	40	1.92639e-07	-7.73543e-05	-1.72585e-06
40	0	-40	-6.10856e-20	-8.05633e-05	-5.85644e-20
40	0	-20	-7.46382e-20	-7.49729e-05	-1.0081e-19
40	0	0	3.44107e-20	-7.51342e-05	2.62316e-20
40	0	20	-1.54981e-20	-7.49729e-05	6.42157e-20
40	0	40	7.64381e-20	-8.05633e-05	-2.23048e-19
40	20	-40	-1.92639e-07	-7.73543e-05	-1.72585e-06
40	20	-20	7.36232e-07	-7.19911e-05	-1.46432e-06
40	20	0	1.29231e-06	-7.21709e-05	-3.44289e-20
40	20	20	7.36232e-07	-7.19911e-05	1.46432e-06
40	20	40	-1.92639e-07	-7.73543e-05	1.72585e-06
40	40	-40	-1.89513e-07	-6.7356e-05	-4.6752e-06
40	40	-20	1.27212e-06	-6.36655e-05	-3.31948e-06
40	40	0	2.25321e-06	-6.40142e-05	6.36201e-20
40	40	20	1.27212e-06	-6.36655e-05	3.31948e-06
40	40	40	-1.89513e-07	-6.7356e-05	4.6752e-06
